Latitude,Longitude,Station,Name,Latitude,Elevation(m),Network,station_id
34.2469,-78.0295,NC-BR-98,LELAND 1.4 W,34.2469,6,COCORAHS,219029
37.1108,-76.4237,VA-YR-22,NEWPORT NEWS,37.1108,5,COCORAHS,219030
47.9736,-97.0653,ND-GF-22,GRAND FORKS,47.9736,252,COCORAHS,219041
41.301,-111.8139,UT-WB-22,EDEN 0.3 ENE,41.301,1511,COCORAHS,219044
35.6424,-78.8619,NC-WK-320,HOLLY SPRING,35.6424,119,COCORAHS,219097
44.8099,-91.5058,WI-EC-26,EAU CLAIRE 1,44.8099,243,COCORAHS,219123
33.0661,-97.1301,TX-DN-72,BARTONVILLE,33.0661,199,COCORAHS,219173
46.7415,-96.1109,MN-BK-15,LAKE PARK 9.,46.7415,418,COCORAHS,219183
42.0084,-71.5327,RI-PR-89,WOONSOCKET 1,42.0084,71,COCORAHS,219188
48.4295,-93.0348,MN-SL-171,KABETOGAMA 0,48.4295,370,COCORAHS,219191
45.0485,-92.8392,MN-WG-80,STILLWATER 0,45.0485,283,COCORAHS,219192
35.7918,-79.2134,NC-CH-44,PITTSBORO 5.,35.7918,180,COCORAHS,219199
36.687,-93.2727,MO-TY-34,BRANSON 3.2,36.687,329,COCORAHS,219209
39.916,-85.9455,IN-MR-170,MCCORDSVILLE,39.916,252,COCORAHS,219211
30.5565,-97.8653,TX-WM-287,LEANDER 0.5,30.5565,315,COCORAHS,219212
44.2764,-93.2731,MN-RC-38,FARIBAULT 1.,44.2764,316,COCORAHS,219224
37.2428,-77.2328,VA-PC-9,PRINCE GEORG,37.2428,38,COCORAHS,219237
37.7211,-77.7705,VA-HV-11,ROCKVILLE 5.,37.7211,115,COCORAHS,219238
42.7038,-71.1203,MA-ES-66,NORTH ANDOVE,42.7038,43,COCORAHS,219246
38.9686,-94.4951,MO-JC-47,RAYTOWN 2.4,38.9686,315,COCORAHS,219248
40.405,-76.9149,PA-DP-32,DAUPHIN 2.6,40.405,141,COCORAHS,219249
40.1801,-75.1095,PA-MT-113,HATBORO 0.3,40.1801,74,COCORAHS,219251
36.3397,-79.0933,NC-PN-17,HURDLE MILLS,36.3397,184,COCORAHS,219254
42.3622,-89.0549,IL-WN-45,MACHESNEY PA,42.3622,217,COCORAHS,219268
48.1276,-123.1352,WA-CM-72,SEQUIM 3.7 N,48.1276,25,COCORAHS,219276
44.0048,-92.5042,MN-OL-42,ROCHESTER 1.,44.0048,318,COCORAHS,219281
29.0684,-95.4688,TX-BRZ-42,LAKE JACKSON,29.0684,7,COCORAHS,219286
26.157,-80.2965,FL-BW-151,SUNRISE 0.4,26.157,2,COCORAHS,219288
37.9895,-78.0845,VA-LS-7,LOUISA 5.1 W,37.9895,120,COCORAHS,219294
41.9055,-88.5939,IL-KN-125,MAPLE PARK 0,41.9055,265,COCORAHS,219300
29.7124,-98.4038,TX-BXR-434,TIMBERWOOD P,29.7124,358,COCORAHS,219304
30.1933,-96.4198,TX-WA-33,BRENHAM 2.7,30.1933,94,COCORAHS,219306
30.6952,-98.1419,TX-BRT-126,BERTRAM 6.1,30.6952,423,COCORAHS,219317
42.1552,-88.4499,IL-MCH-96,HUNTLEY 1.6,42.1552,268,COCORAHS,219320
31.5092,-110.273,AZ-CH-77,SIERRA VISTA,31.5092,1427,COCORAHS,219323
44.9333,-93.2368,MN-HN-267,MINNEAPOLIS,44.9333,256,COCORAHS,219328
41.8502,-88.1797,IL-DP-164,WEST CHICAGO,41.8502,228,COCORAHS,219333
44.4347,-93.02,MN-GH-33,DENNISON 2.0,44.4347,292,COCORAHS,219345
45.1629,-93.3246,MN-AA-90,COON RAPIDS,45.1629,267,COCORAHS,219348
43.5718,-95.6131,MN-NB-8,WORTHINGTON,43.5718,485,COCORAHS,219360
44.3862,-93.915,MN-LS-23,LE SUEUR 5.8,44.3862,288,COCORAHS,219362
29.7046,-98.1601,TX-CML-222,NEW BRAUNFEL,29.7046,258,COCORAHS,219365
44.0399,-87.942,WI-MC-15,VALDERS 3.3,44.0399,248,COCORAHS,219379
36.4175,-86.7791,TN-RB-45,GREENBRIER 1,36.4175,231,COCORAHS,219387
44.8923,-93.5536,MN-HN-278,EXCELSIOR 0.,44.8923,302,COCORAHS,219406
42.3207,-88.8828,IL-BN-19,BELVIDERE 5.,42.3207,252,COCORAHS,219412
45.2611,-93.3646,MN-AA-92,ANDOVER 1.9,45.2611,270,COCORAHS,219421
44.1683,-93.9803,MN-BU-36,MANKATO 0.2,44.1683,307,COCORAHS,219422
35.005,-76.3127,NC-CR-150,CEDAR ISLAND,35.005,1,COCORAHS,219427
46.4777,-93.9729,MN-CW-44,CROSBY 1.1 S,46.4777,386,COCORAHS,219435
46.9186,-94.8974,MN-HB-11,NEVIS 4.1 SW,46.9186,425,COCORAHS,219438
46.7731,-96.797,ND-CS-68,FARGO 7.2 S,46.7731,277,COCORAHS,219444
38.6644,-121.3209,CA-SA-70,CARMICHAEL 2,38.6644,41,COCORAHS,219454
37.3478,-76.7745,VA-JC-59,WILLIAMSBURG,37.3478,30,COCORAHS,219470
44.9057,-93.2079,MN-HN-285,MINNEAPOLIS,44.9057,255,COCORAHS,219473
30.6858,-94.4164,TX-TR-25,WOODVILLE 6.,30.6858,58,COCORAHS,219483
45.2769,-94.8856,MN-KD-20,SPICER 4.1 N,45.2769,368,COCORAHS,219486
47.9053,-97.6211,ND-GF-23,LARIMORE 0.4,47.9053,347,COCORAHS,219488
30.8047,-94.5668,TX-TR-24,WOODVILLE 8.,30.8047,128,COCORAHS,219493
38.0027,-78.2974,VA-LS-8,KESWICK 3.4,38.0027,124,COCORAHS,219504
42.1232,-73.3726,MA-BE-23,SHEFFIELD 1.,42.1232,209,COCORAHS,219505
45.3151,-93.1703,MN-AA-93,EAST BETHEL,45.3151,278,COCORAHS,219509
45.3085,-93.5626,MN-SH-38,ELK RIVER 1.,45.3085,280,COCORAHS,219515
44.9093,-92.9252,MN-WG-88,WOODBURY 0.3,44.9093,302,COCORAHS,219518
39.7423,-75.6682,DE-NC-68,WILMINGTON 6,39.7423,62,COCORAHS,219520
37.5877,-77.4481,VA-RCC-14,RICHMOND 4.2,37.5877,61,COCORAHS,219528
40.8578,-86.0718,IN-MM-12,DENVER 0.5 S,40.8578,206,COCORAHS,219530
32.762,-97.662,TX-PR-31,WILLOW PARK,32.762,261,COCORAHS,219551
40.3022,-76.6745,PA-DP-33,HERSHEY 2.1,40.3022,132,COCORAHS,219555
37.6466,-84.6876,KY-GD-5,LANCASTER 6.,37.6466,252,COCORAHS,219556
39.7453,-76.5933,PA-YR-38,STEWARTSTOWN,39.7453,250,COCORAHS,219567
30.1235,-97.3405,TX-BST-142,BASTROP 2.2,30.1235,104,COCORAHS,219573
45.6587,-72.5665,CAN-QC-57,ACTON VALE 1,45.6587,103,COCORAHS,219579
33.0658,-80.5371,SC-CL-28,GROVER 4.4 S,33.0658,18,COCORAHS,219582
37.6001,-77.4683,VA-HR-31,RICHMOND 4.8,37.6001,47,COCORAHS,219586
38.4115,-90.0293,IL-SC-29,SMITHTON 2.1,38.4115,164,COCORAHS,219621
46.1269,-93.8866,MN-MR-20,HILLMAN 8.3,46.1269,393,COCORAHS,219624
37.4816,-76.9963,VA-NK-4,PROVIDENCE F,37.4816,36,COCORAHS,219631
41.8459,-94.4335,IA-GT-7,BAGLEY 0.2 W,41.8459,339,COCORAHS,219640
31.225,-94.13,TX-SA-2,BROADDUS 9.9,31.225,60,COCORAHS,219645
34.9893,-106.0531,NM-TR-32,MORIARTY 1.0,34.9893,1900,COCORAHS,219650
32.2673,-111.2363,AZ-PM-391,TUCSON 18.8,32.2673,681,COCORAHS,219656
46.305,-94.5071,MN-MR-21,PILLAGER 2.2,46.305,373,COCORAHS,219662
30.5778,-97.9341,TX-TV-357,LEANDER 4.5,30.5778,338,COCORAHS,219669
36.9254,-107.8928,NM-SJ-63,AZTEC 9.1 NE,36.9254,1816,COCORAHS,219691
43.4337,-72.9903,VT-RT-25,WALLINGFORD,43.4337,183,COCORAHS,219694
26.1647,-81.7324,FL-CR-62,GOLDEN GATE,26.1647,4,COCORAHS,219710
31.8272,-110.9989,AZ-PM-392,GREEN VALLEY,31.8272,885,COCORAHS,219712
39.8996,-86.0347,IN-MR-173,INDIANAPOLIS,39.8996,255,COCORAHS,219716
39.614,-86.1635,IN-JH-31,GREENWOOD 2.,39.614,225,COCORAHS,219717
37.9889,-87.7157,IN-PS-6,MOUNT VERNON,37.9889,147,COCORAHS,219720
39.9064,-85.9557,IN-MR-174,MCCORDSVILLE,39.9064,252,COCORAHS,219731
41.2644,-85.5047,IN-WY-27,COLUMBIA CIT,41.2644,280,COCORAHS,219732
28.6376,-81.1293,FL-SM-37,CHULUOTA 0.6,28.6376,20,COCORAHS,219751
45.841,-93.297,MN-KB-17,MORA 2.5 S,45.841,295,COCORAHS,219752
29.4968,-95.0201,TX-GV-84,LEAGUE CITY,29.4968,4,COCORAHS,219755
34.7751,-87.0016,AL-LS-36,ATHENS 2.5 W,34.7751,218,COCORAHS,219759
39.7889,-75.1516,NJ-GL-45,WENONAH 0.2,39.7889,14,COCORAHS,219769
44.8972,-93.6029,MN-HN-298,EXCELSIOR 1.,44.8972,300,COCORAHS,219783
29.6535,-98.6834,TX-BXR-436,CROSS MOUNTA,29.6535,420,COCORAHS,219784
41.6504,-71.2227,RI-NW-28,PORTSMOUTH 3,41.6504,3,COCORAHS,219785
39.9508,-86.0357,IN-HM-74,FISHERS 0.7,39.9508,247,COCORAHS,219798
34.0012,-87.1945,AL-WN-5,ARLEY 5.9 S,34.0012,163,COCORAHS,219806
30.0987,-94.1387,TX-JJ-18,BEAUMONT 0.8,30.0987,7,COCORAHS,219809
40.2476,-89.3808,IL-LG-50,HARTSBURG 3.,40.2476,180,COCORAHS,219827
45.475,-92.7533,MN-CG-43,TAYLORS FALL,45.475,289,COCORAHS,219831
37.2616,-106.9332,CO-AU-49,PAGOSA SPRIN,37.2616,2285,COCORAHS,219840
39.0716,-84.29,OH-CM-18,WITHAMSVILLE,39.0716,280,COCORAHS,219867
39.5328,-83.4272,OH-FY-8,WASHINGTON C,39.5328,292,COCORAHS,219868
40.0008,-82.6696,OH-LC-29,PATASKALA 0.,40.0008,310,COCORAHS,219869
39.615,-86.186,IN-JH-32,GREENWOOD 3.,39.615,215,COCORAHS,219888
44.5597,-93.5819,MN-SC-49,NEW PRAGUE 1,44.5597,298,COCORAHS,219891
34.7658,-104.4803,NM-GD-10,SANTA ROSA 1,34.7658,1358,COCORAHS,219895
39.4668,-77.4181,MD-FR-40,FREDERICK 2.,39.4668,98,COCORAHS,219908
37.3508,-76.5468,VA-GC-19,GLOUCESTER C,37.3508,9,COCORAHS,219928
44.4741,-93.5871,MN-LS-24,MONTGOMERY 2,44.4741,321,COCORAHS,219937
38.9936,-94.8849,KS-JO-74,SHAWNEE 4.6,38.9936,287,COCORAHS,219957
39.6171,-75.8312,MD-CC-20,ELKTON 1.1 N,39.6171,13,COCORAHS,219965
45.4195,-94.1974,MN-SR-48,SAINT AUGUST,45.4195,327,COCORAHS,219967
42.4238,-88.0114,IL-LK-112,LINDENHURST,42.4238,226,COCORAHS,219969
32.9777,-80.1892,SC-DC-76,SUMMERVILLE,32.9777,7,COCORAHS,219980
39.5162,-86.8633,IN-PM-17,CLOVERDALE 3,39.5162,205,COCORAHS,219988
43.0065,-73.2021,VT-BN-14,SHAFTSBURY 0,43.0065,346,COCORAHS,219991
37.1619,-78.1863,VA-NY-7,BURKEVILLE 1,37.1619,158,COCORAHS,219992
44.0756,-123.0937,OR-LA-222,EUGENE 1.8 N,44.0756,128,COCORAHS,219997
46.0059,-94.8465,MN-TD-12,LONG PRAIRIE,46.0059,401,COCORAHS,220011
26.1257,-97.9384,TX-HDL-54,MERCEDES 1.9,26.1257,27,COCORAHS,220015
38.0584,-97.5616,KS-HV-47,BURRTON 6.5,38.0584,429,COCORAHS,220018
39.4402,-84.1456,OH-WR-35,LEBANON 3.7,39.4402,277,COCORAHS,220019
41.0535,-74.7581,NJ-SS-59,NEWTON 0.3 W,41.0535,226,COCORAHS,220021
45.7756,-92.6943,WI-BT-21,GRANTSBURG 0,45.7756,282,COCORAHS,220028
41.449,-70.5678,MA-DK-18,OAK BLUFFS 0,41.449,8,COCORAHS,220034
40.6261,-74.2897,NJ-UN-36,CLARK TWP 1.,40.6261,14,COCORAHS,220035
41.0996,-89.3824,IL-MH-5,HENRY 1.4 SW,41.0996,147,COCORAHS,220066
42.5314,-94.184,IA-WB-17,FORT DODGE 1,42.5314,339,COCORAHS,220080
44.2323,-87.6448,WI-MC-16,MISHICOT 0.1,44.2323,200,COCORAHS,220089
35.0315,-80.9024,SC-YR-73,FORT MILL 2.,35.0315,177,COCORAHS,220097
43.4697,-72.349,NH-SL-15,CORNISH 1.1,43.4697,192,COCORAHS,220102
38.2909,-85.6993,IN-CK-38,JEFFERSONVIL,38.2909,142,COCORAHS,220104
37.4567,-96.2567,KS-EK-5,HOWARD 0.9 S,37.4567,306,COCORAHS,220112
42.5691,-87.9263,WI-KN-26,KENOSHA 3.8,42.5691,223,COCORAHS,220115
41.5029,-87.0745,IN-PT-163,VALPARAISO 2,41.5029,250,COCORAHS,220118
33.4477,-112.5652,AZ-MR-577,BUCKEYE 5.4,33.4477,351,COCORAHS,220119
36.2734,-95.8088,OK-RG-20,OWASSO 1.5 E,36.2734,527,COCORAHS,220120
35.1665,-97.4323,OK-CV-160,NORMAN 3.9 S,35.1665,346,COCORAHS,220141
29.5861,-95.002,TX-HRR-280,SEABROOK 0.7,29.5861,3,COCORAHS,220155
38.8879,-98.8523,KS-RS-39,RUSSELL 0.1,38.8879,558,COCORAHS,220156
35.4754,-82.3042,NC-HN-63,BAT CAVE 1.8,35.4754,704,COCORAHS,220167
41.4805,-85.6743,IN-EL-72,LIGONIER 4.3,41.4805,268,COCORAHS,220170
45.4945,-93.6043,MN-SH-39,ZIMMERMAN 3.,45.4945,307,COCORAHS,220198
39.949,-85.869,IN-HN-40,FORTVILLE 1.,39.949,261,COCORAHS,220204
28.059,-82.4871,FL-HB-156,CARROLLWOOD,28.059,18,COCORAHS,220211
41.5678,-84.3611,OH-FL-16,ARCHBOLD 4.7,41.5678,219,COCORAHS,220212
43.0628,-91.1437,WI-CR-6,PRAIRIE DU C,43.0628,196,COCORAHS,220218
41.2113,-85.8032,IN-KS-63,WARSAW 3.0 S,41.2113,261,COCORAHS,220220
30.1901,-93.2222,LA-CC-23,LAKE CHARLES,30.1901,4,COCORAHS,220226
43.834,-70.9383,ME-OX-35,PORTER 2.6 N,43.834,196,COCORAHS,220231
39.021,-85.1679,IN-RP-15,VERSAILLES 5,39.021,283,COCORAHS,220238
41.5164,-87.2667,IN-LK-111,HOBART 1.1 S,41.5164,0,COCORAHS,220249
40.6704,-85.7178,IN-WB-24,LA FONTAINE,40.6704,254,COCORAHS,220252
30.1511,-85.6549,FL-BY-24,PANAMA CITY,30.1511,8,COCORAHS,220254
41.3029,-88.1433,IL-WL-164,WILMINGTON 0,41.3029,169,COCORAHS,220257
38.6547,-90.3471,MO-SL-81,CLAYTON 1.2,38.6547,173,COCORAHS,220260
41.3531,-85.4218,IN-NB-37,ALBION 2.9 S,41.3531,285,COCORAHS,220268
39.175,-85.9616,IN-BW-22,COLUMBUS 3.6,39.175,201,COCORAHS,220272
39.53,-84.1841,OH-WR-36,SPRINGBORO 3,39.53,256,COCORAHS,220295
37.9021,-87.1209,IN-SP-4,ROCKPORT 4.0,37.9021,137,COCORAHS,220297
39.5387,-84.3465,OH-BT-34,MIDDLETOWN 2,39.5387,222,COCORAHS,220300
40.4535,-88.9081,IL-MCL-56,BLOOMINGTON,40.4535,260,COCORAHS,220302
35.5273,-105.9252,NM-SF-150,ELDORADO AT,35.5273,2057,COCORAHS,220312
39.486,-75.919,MD-CC-21,CHESAPEAKE C,39.486,4,COCORAHS,220337
35.7535,-78.8844,NC-WK-326,APEX 2.9 NW,35.7535,110,COCORAHS,220339
35.821,-78.2228,NC-NS-30,ZEBULON 5.4,35.821,91,COCORAHS,220341
41.9715,-85.6023,MI-SJ-7,THREE RIVERS,41.9715,250,COCORAHS,220346
41.7891,-85.9495,MI-CS-11,CASSOPOLIS 9,41.7891,259,COCORAHS,220347
40.0217,-86.0583,IN-HM-79,NOBLESVILLE,40.0217,241,COCORAHS,220349
39.7891,-87.1697,IN-PR-3,ROCKVILLE 3.,39.7891,214,COCORAHS,220376
41.0744,-95.7961,IA-ML-5,PACIFIC JUNC,41.0744,371,COCORAHS,220381
38.7851,-77.9514,VA-FQ-21,MARSHALL 8.0,38.7851,232,COCORAHS,220384
40.491,-83.9254,OH-LG-12,LAKEVIEW 0.2,40.491,302,COCORAHS,220394
44.2211,-123.3773,OR-LA-224,JUNCTION CIT,44.2211,155,COCORAHS,220402
33.6148,-112.0695,AZ-MR-578,PHOENIX 12.1,33.6148,414,COCORAHS,220405
32.3871,-111.1542,AZ-PM-393,MARANA 4.9 S,32.3871,636,COCORAHS,220406
43.7567,-91.0594,WI-LC-21,COON VALLEY,43.7567,248,COCORAHS,220407
38.858,-105.1785,CO-TL-37,DIVIDE 5.2 S,38.858,2866,COCORAHS,220410
40.9713,-84.8637,IN-AL-88,MONROEVILLE,40.9713,241,COCORAHS,220421
43.6914,-111.8891,ID-JF-1,RIGBY 1.8 NE,43.6914,1486,COCORAHS,220432
40.2901,-105.1375,CO-LR-1231,BERTHOUD 3.2,40.2901,1562,COCORAHS,220433
37.202,-79.7274,VA-BD-30,GOODVIEW 0.9,37.202,255,COCORAHS,220434
43.4866,-124.163,OR-CS-29,NORTH BEND 6,43.4866,5,COCORAHS,220439
29.9551,-97.9583,TX-HYS-226,SAN MARCOS 5,29.9551,224,COCORAHS,220457
29.6336,-98.4166,TX-BXR-438,HOLLYWOOD PA,29.6336,307,COCORAHS,220458
39.3492,-85.8422,IN-BW-24,HOPE 5.2 NW,39.3492,210,COCORAHS,220462
45.4538,-95.0067,MN-SR-50,BELGRADE 0.4,45.4538,387,COCORAHS,220464
44.9247,-92.9996,MN-RM-116,MAPLEWOOD 4.,44.9247,320,COCORAHS,220469
37.8177,-122.006,CA-CC-45,DANVILLE 1.9,37.8177,136,COCORAHS,226315
30.2879,-91.9043,LA-SM-3,BREAUX BRIDG,30.2879,6,COCORAHS,226317
37.9276,-87.6881,IN-VN-37,EVANSVILLE 8,37.9276,117,COCORAHS,226327
37.3719,-81.0982,WV-MC-11,PRINCETON 0.,37.3719,760,COCORAHS,226330
40.8543,-111.8899,UT-DV-39,BOUNTIFUL 2.,40.8543,1392,COCORAHS,226332
37.9434,-87.4008,IN-WK-25,NEWBURGH 0.3,37.9434,125,COCORAHS,226338
33.1706,-96.6938,TX-CLL-101,MCKINNEY 3.1,33.1706,223,COCORAHS,226339
27.0768,-80.1484,FL-MT-42,HOBE SOUND 0,27.0768,5,COCORAHS,226340
39.1382,-86.1175,IN-BR-6,NASHVILLE 7.,39.1382,203,COCORAHS,226352
41.4925,-87.811,IL-WL-165,FRANKFORT 1.,41.4925,215,COCORAHS,226497
42.9559,-88.0151,WI-MW-68,GREENFIELD 0,42.9559,233,COCORAHS,226512
44.0763,-92.4855,MN-OL-48,ROCHESTER 4.,44.0763,304,COCORAHS,227575
39.63,-106.8965,CO-EG-64,GYPSUM 3.2 S,39.63,2044,COCORAHS,227581
41.3378,-122.8251,CA-SK-26,CALLAHAN 2.3,41.3378,923,COCORAHS,227596
38.2288,-78.9231,VA-AG-23,FORT DEFIANC,38.2288,354,COCORAHS,228619
43.8773,-70.0465,ME-CM-138,FREEPORT 3.0,43.8773,55,COCORAHS,228621
42.453,-73.6404,NY-CB-19,VALATIE 3.2,42.453,163,COCORAHS,228624
45.0033,-93.5114,MN-HN-306,PLYMOUTH 2.8,45.0033,314,COCORAHS,230700
41.7231,-88.1087,IL-WL-166,NAPERVILLE 3,41.7231,224,COCORAHS,230701
40.1773,-75.0932,PA-MT-114,HATBORO 0.6,40.1773,90,COCORAHS,231689
43.766,-87.7116,WI-SB-26,SHEBOYGAN 1.,43.766,192,COCORAHS,232663
30.4412,-84.272,FL-LN-79,TALLAHASSEE,30.4412,46,COCORAHS,232671
32.7872,-97.7071,TX-PR-32,WEATHERFORD,32.7872,291,COCORAHS,232675
44.9686,-93.2958,MN-HN-307,MINNEAPOLIS,44.9686,264,COCORAHS,233661
37.1542,-104.4986,CO-LA-90,TRINIDAD 1.1,37.1542,1908,COCORAHS,233662
30.1741,-98.5838,TX-BLC-38,STONEWALL 6.,30.1741,497,COCORAHS,234209
39.594,-105.0118,CO-AR-386,LITTLETON 0.,39.594,1649,COCORAHS,234212
39.9373,-100.5152,KS-DC-8,OBERLIN 7.9,39.9373,831,COCORAHS,234213
33.408,-94.1707,TX-BWE-10,TEXARKANA 6.,33.408,87,COCORAHS,234225
36.6513,-94.52,MO-MD-7,ANDERSON 4.2,36.6513,336,COCORAHS,234226
39.9488,-82.9242,OH-FR-104,COLUMBUS 4.3,39.9488,236,COCORAHS,234240
40.379,-75.2802,PA-BK-39,PERKASIE 0.8,40.379,119,COCORAHS,234251
41.6074,-86.5242,IN-LP-73,MILL CREEK 1,41.6074,221,COCORAHS,234253
45.5576,-93.446,MN-IS-22,PRINCETON 6.,45.5576,294,COCORAHS,234254
30.1827,-97.9855,TX-HYS-228,DRIPPING SPR,30.1827,340,COCORAHS,234261
35.8924,-78.9565,NC-DH-72,DURHAM 6.5 S,35.8924,81,COCORAHS,234263
41.5067,-75.6953,PA-LC-28,CLARKS GREEN,41.5067,427,COCORAHS,234271
39.9187,-88.8726,IL-MA-29,OREANA 1.3 S,39.9187,208,COCORAHS,234280
27.6306,-80.4496,FL-IR-50,VERO BEACH S,27.6306,6,COCORAHS,234288
35.5061,-97.5427,OK-OK-107,OKLAHOMA CIT,35.5061,367,COCORAHS,234291
33.6363,-111.94,AZ-MR-580,SCOTTSDALE 9,33.6363,457,COCORAHS,234294
38.2908,-79.0439,VA-AG-24,MOUNT SOLON,38.2908,430,COCORAHS,234296
40.9275,-84.9989,IN-AL-89,HOAGLAND 1.5,40.9275,254,COCORAHS,234302
39.3382,-74.4886,NJ-AT-49,VENTNOR CITY,39.3382,3,COCORAHS,234303
35.8703,-78.7428,NC-WK-328,RALEIGH 5.8,35.8703,133,COCORAHS,234305
40.5445,-105.0514,CO-LR-1234,FORT COLLINS,40.5445,1517,COCORAHS,234315
42.3366,-78.3879,NY-CT-30,FRANKLINVILL,42.3366,619,COCORAHS,234318
39.4485,-108.038,CO-GF-90,BATTLEMENT M,39.4485,1589,COCORAHS,234323
41.9007,-84.4936,MI-HL-13,OSSEO 2.7 NE,41.9007,357,COCORAHS,234328
32.3903,-110.9942,AZ-PM-397,ORO VALLEY 2,32.3903,756,COCORAHS,234331
38.9933,-104.772,CO-EP-429,GLENEAGLE 4.,38.9933,2094,COCORAHS,234333
44.0227,-72.1476,VT-OG-14,BRADFORD 2.2,44.0227,343,COCORAHS,234339
39.5386,-97.6558,KS-CD-6,CONCORDIA 1.,39.5386,472,COCORAHS,234342
31.0394,-93.3118,LA-VN-4,LEESVILLE 7.,31.0394,67,COCORAHS,234343
40.013,-82.6381,OH-LC-30,PATASKALA 2.,40.013,357,COCORAHS,234344
28.9318,-82.4416,FL-CT-34,BEVERLY HILL,28.9318,35,COCORAHS,234346
37.5946,-100.4399,KS-GY-40,MONTEZUMA 0.,37.5946,848,COCORAHS,234353
44.9242,-68.8176,ME-PN-59,GLENBURN 1.5,44.9242,48,COCORAHS,234358
35.6396,-105.9679,NM-SF-153,SANTA FE 2.8,35.6396,2073,COCORAHS,234365
38.2016,-78.983,VA-AG-25,VERONA 1.3 E,38.2016,384,COCORAHS,234370
44.8563,-91.8635,WI-DN-17,MENOMONIE 3.,44.8563,296,COCORAHS,234377
44.8811,-123.0626,OR-MN-82,SALEM 3.6 SS,44.8811,155,COCORAHS,234382
49.8417,-94.4439,CAN-ON-771,KENORA 8.7 N,49.8417,327,COCORAHS,234389
30.4323,-90.5325,LA-TG-21,PONCHATOULA,30.4323,4,COCORAHS,234402
35.0812,-87.4169,TN-LR-27,LORETTO 1.1,35.0812,233,COCORAHS,234406
38.3848,-97.6739,KS-MP-64,MCPHERSON 1.,38.3848,460,COCORAHS,234426
36.2528,-83.0867,TN-HK-8,BULLS GAP 0.,36.2528,354,COCORAHS,234449
37.9875,-89.0602,IL-FK-7,CHRISTOPHER,37.9875,136,COCORAHS,234453
28.2738,-81.4647,FL-OS-31,CAMPBELL 1.4,28.2738,21,COCORAHS,234455
35.1945,-106.6475,NM-BR-363,ALBUQUERQUE,35.1945,1525,COCORAHS,234466
42.32,-89.0928,IL-WN-48,ROCKFORD 3.8,42.32,232,COCORAHS,234474
30.4788,-84.2064,FL-LN-80,TALLAHASSEE,30.4788,53,COCORAHS,234476
32.8515,-79.8592,SC-CR-204,MOUNT PLEASA,32.8515,2,COCORAHS,234488
35.125,-82.4187,SC-GV-123,TRAVELERS RE,35.125,372,COCORAHS,234505
37.9355,-78.6436,VA-AB-21,CHARLOTTESVI,37.9355,211,COCORAHS,234506
35.4253,-80.3736,NC-CB-32,MOUNT PLEASA,35.4253,191,COCORAHS,234508
39.4673,-87.3383,IN-VG-30,TERRE HAUTE,39.4673,171,COCORAHS,234518
40.9306,-74.207,NJ-PS-42,WAYNE TWP 2.,40.9306,137,COCORAHS,234521
26.5504,-81.6508,FL-LE-68,LEHIGH ACRES,26.5504,9,COCORAHS,234525
38.831,-97.567,KS-SA-47,SALINA 2.9 E,38.831,386,COCORAHS,234529
32.9976,-97.2015,TX-DN-75,TROPHY CLUB,32.9976,186,COCORAHS,234531
33.0607,-97.1305,TX-DN-76,DOUBLE OAK 1,33.0607,204,COCORAHS,234534
45.4567,-122.6494,OR-CC-110,MILWAUKIE 1.,45.4567,30,COCORAHS,234535
39.572,-86.1875,IN-JH-37,GREENWOOD 4.,39.572,223,COCORAHS,234538
38.9013,-97.5317,KS-SA-49,NEW CAMBRIA,38.9013,374,COCORAHS,234539
38.4767,-78.1208,VA-CP-14,REVA 1.4 SSE,38.4767,216,COCORAHS,234540
30.7404,-99.2377,TX-MSN-15,MASON 0.7 SS,30.7404,486,COCORAHS,234547
34.85,-80.7475,NC-UN-34,WAXHAW 5.1 S,34.85,173,COCORAHS,234551
42.9772,-108.8658,WY-FM-71,FORT WASHAKI,42.9772,1691,COCORAHS,234553
33.0142,-97.0538,TX-DN-77,FLOWER MOUND,33.0142,184,COCORAHS,234555
44.6988,-95.3292,MN-RV-17,SACRED HEART,44.6988,276,COCORAHS,234558
43.8583,-92.4031,MN-OL-50,STEWARTVILLE,43.8583,390,COCORAHS,234584
43.0978,-71.1026,NH-RC-79,NOTTINGHAM 1,43.0978,143,COCORAHS,234590
39.2929,-84.2163,OH-WR-40,LOVELAND 3.6,39.2929,241,COCORAHS,234593
41.8747,-88.3111,IL-KN-127,GENEVA 0.6 S,41.8747,218,COCORAHS,234599
39.8664,-97.5016,KS-RP-12,CUBA 5.0 NNW,39.8664,482,COCORAHS,234626
41.0773,-73.5105,CT-FR-83,DARIEN 2.4 N,41.0773,0,COCORAHS,234631
41.6436,-70.531,MA-BA-83,MASHPEE 2.5,41.6436,30,COCORAHS,234635
37.4978,-99.3744,KS-KW-18,GREENSBURG 8,37.4978,725,COCORAHS,234637
40.0587,-105.2084,CO-BO-538,BOULDER 3.1,40.0587,1586,COCORAHS,234641
30.3619,-97.6736,TX-TV-365,AUSTIN 6.0 N,30.3619,206,COCORAHS,234650
45.0045,-72.1417,VT-OL-24,DERBY LINE 1,45.0045,235,COCORAHS,234653
33.4473,-105.5952,NM-LN-41,ALTO 4.8 NE,33.4473,2064,COCORAHS,234669
