This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"CO-JF-585","WHEAT RIDGE",-105.0552,39.7608,1664,"COCORAHS","268305"
"TX-HYS-286","WIMBERLEY 5.",-98.1810,30.0268,353,"COCORAHS","268307"
"MN-WG-168","WOODBURY 3.3",-92.9742,44.8746,290,"COCORAHS","268313"
"WV-WD-22","WALKER 6.4 N",-81.3130,39.2527,243,"COCORAHS","268315"
"TN-DC-35","DICKSON 2.7",-87.4010,36.1114,253,"COCORAHS","268320"
"NY-RN-38","POESTENKILL",-73.5473,42.6876,232,"COCORAHS","268328"
"CA-SR-101","WRIGHTWOOD 1",-117.6501,34.3618,1910,"COCORAHS","268330"
"GA-FT-74","FAIRBURN 4.7",-84.6533,33.6008,273,"COCORAHS","268336"
"WI-KW-8","LUXEMBURG 5.",-87.7207,44.4585,254,"COCORAHS","268344"
"TN-SR-94","GOODLETTSVIL",-86.6736,36.3286,159,"COCORAHS","268353"
"TN-FK-19","WINCHESTER 6",-86.2249,35.1777,300,"COCORAHS","268359"
"MN-SC-83","SHAKOPEE 2.2",-93.5135,44.7928,239,"COCORAHS","268360"
"MN-OT-56","BATTLE LAKE",-95.7188,46.3944,406,"COCORAHS","268366"
"TX-BRZ-49","WEST COLUMBI",-95.6114,29.1572,8,"COCORAHS","268369"
"SD-HD-18","MILLER 7.2 N",-99.0883,44.5953,476,"COCORAHS","268373"
"TX-BRZ-50","ALVIN 2.5 SS",-95.2648,29.4004,14,"COCORAHS","268400"
"RI-KN-76","COVENTRY 1.0",-71.5462,41.6884,91,"COCORAHS","268402"
"RI-WS-107","CHARLESTOWN",-71.6292,41.3951,26,"COCORAHS","268404"
"RI-WS-108","CHARLESTOWN",-71.6025,41.3950,14,"COCORAHS","268405"
"RI-PR-135","PASCOAG 0.5",-71.7074,41.9474,137,"COCORAHS","268408"
"IL-WF-28","EAST PEORIA",-89.5093,40.7668,196,"COCORAHS","268409"
"RI-PR-138","EAST PROVIDE",-71.3602,41.8371,15,"COCORAHS","268412"
"KS-CR-20","GIRARD 10.6",-95.0339,37.4853,282,"COCORAHS","268426"
"TX-MNG-109","THE WOODLAND",-95.4656,30.1214,37,"COCORAHS","268439"
"TN-WN-120","MOUNT JULIET",-86.4857,36.2382,175,"COCORAHS","268455"
"TN-JC-15","GAINESBORO 3",-85.6889,36.3996,171,"COCORAHS","268457"
"IL-CK-390","ALSIP 0.9 E",-87.7181,41.6726,182,"COCORAHS","268463"
"RI-PR-140","FOSTER 4.0 S",-71.7345,41.7982,167,"COCORAHS","268467"
"TN-WR-22","MCMINNVILLE",-85.7661,35.6517,316,"COCORAHS","268481"
"MN-MK-28","EDEN VALLEY",-94.5890,45.3180,376,"COCORAHS","268488"
"WI-BN-39","DE PERE 2.0",-88.0330,44.4292,183,"COCORAHS","268493"
"OH-BR-18","HAMERSVILLE",-83.9721,38.9048,302,"COCORAHS","268496"
"TX-BRT-154","SPICEWOOD 3.",-98.1365,30.5177,228,"COCORAHS","268500"
"MN-CG-74","RUSH CITY 4.",-92.8833,45.6791,242,"COCORAHS","268512"
"CO-ME-188","FRUITA 0.4 S",-108.7219,39.1532,1377,"COCORAHS","268516"
"TN-SR-97","GALLATIN 2.8",-86.4833,36.3468,148,"COCORAHS","268522"
"CO-DG-347","CASTLE ROCK",-104.8494,39.3907,1921,"COCORAHS","268523"
"TX-BRT-155","MARBLE FALLS",-98.2514,30.6034,273,"COCORAHS","268548"
"TX-FY-75","SCHULENBURG",-97.0322,29.7536,136,"COCORAHS","268549"
"TX-HYS-288","BUDA 3.9 WNW",-97.9023,30.1006,254,"COCORAHS","268550"
"TX-MNG-110","CONROE 5.4 S",-95.4307,30.2529,49,"COCORAHS","268551"
"MN-DK-209","NORTHFIELD 1",-93.1467,44.4814,280,"COCORAHS","268602"
"MN-CG-75","CHISAGO CITY",-92.9091,45.3417,281,"COCORAHS","268623"
"OH-HM-86","MACK SOUTH 0",-84.6727,39.1478,265,"COCORAHS","268628"
"NY-SF-158","LINDENHURST",-73.3580,40.6951,5,"COCORAHS","268632"
"NJ-OC-111","JACKSON TWP",-74.3880,40.1117,39,"COCORAHS","268633"
"OH-HG-12","GREENFIELD 3",-83.4267,39.3115,287,"COCORAHS","268652"
"OH-MY-95","HUBER HEIGHT",-84.1538,39.8677,258,"COCORAHS","268653"
"OH-PC-12","CIRCLEVILLE",-82.8898,39.6510,263,"COCORAHS","268654"
"OH-FR-155","COLUMBUS 5.3",-83.0796,40.0193,279,"COCORAHS","268655"
"FL-BW-172","WILTON MANOR",-80.1407,26.1626,0,"COCORAHS","268669"
"OH-CM-31","WILLIAMSBURG",-84.0290,39.0428,276,"COCORAHS","268686"
"OH-MY-96","CENTERVILLE",-84.1273,39.6394,296,"COCORAHS","268688"
"IN-RP-20","SUNMAN 0.9 E",-85.0814,39.2388,309,"COCORAHS","268691"
"FL-HB-184","SEFFNER 0.9",-82.2896,27.9976,25,"COCORAHS","268711"
"NC-HR-54","SANFORD 16.1",-79.0254,35.2818,79,"COCORAHS","268713"
"MN-CW-97","BRAINERD 8.3",-94.0443,46.3008,370,"COCORAHS","268717"
"SC-BK-103","LADSON 0.8 N",-80.0959,33.0178,12,"COCORAHS","268761"
"SC-FR-11","BLAIR 6.3 ES",-81.3044,34.3717,136,"COCORAHS","268791"
"IN-FD-34","NEW ALBANY 4",-85.7674,38.3525,148,"COCORAHS","268798"
"WY-NT-98","CASPER 3.9 W",-106.4022,42.8138,1588,"COCORAHS","268806"
"SC-BK-105","SUMMERVILLE",-80.1412,33.0834,36,"COCORAHS","268816"
"WY-BH-27","OTTO 0.8 W",-108.2904,44.4031,1275,"COCORAHS","268817"
"GA-PG-20","DALLAS 7.0 N",-84.7989,34.0172,292,"COCORAHS","268825"
"MN-BU-62","MADISON LAKE",-93.8607,44.2207,315,"COCORAHS","268828"
"MN-IS-44","ISANTI 2.2 W",-93.2832,45.5063,283,"COCORAHS","268830"
"WY-SH-55","BIG HORN 2.8",-106.9805,44.6407,1364,"COCORAHS","268838"
"TN-ML-24","LEWISBURG 0.",-86.8013,35.4413,242,"COCORAHS","268844"
"CA-SD-238","DEERHORN VAL",-116.7293,32.6769,754,"COCORAHS","268848"
"WY-UN-22","FORT BRIDGER",-110.3856,41.2612,2120,"COCORAHS","268855"
"WY-WH-23","WORLAND 2.3",-107.9273,44.0300,1252,"COCORAHS","268857"
"WY-WS-32","UPTON 5.0 SW",-104.7068,44.0601,1323,"COCORAHS","268858"
"WY-JN-42","BUFFALO 1.3",-106.6934,44.3484,1432,"COCORAHS","268860"
"WY-LN-32","STAR VALLEY",-110.9517,42.9569,1891,"COCORAHS","268862"
"WI-DR-21","ELLISON BAY",-87.0203,45.2912,181,"COCORAHS","268872"
"KS-SN-50","TOPEKA 4.3 S",-95.7277,38.9825,306,"COCORAHS","268877"
"KS-SN-51","TOPEKA 10.1",-95.8480,38.9559,349,"COCORAHS","268878"
"SC-KR-54","CAMDEN 1.2 E",-80.5925,34.2700,72,"COCORAHS","268893"
"TN-WN-123","MOUNT JULIET",-86.4577,36.2823,138,"COCORAHS","268904"
"FL-BV-149","ROCKLEDGE 1.",-80.7202,28.3408,2,"COCORAHS","268905"
"SC-DC-93","SUMMERVILLE",-80.2238,33.0118,43,"COCORAHS","268943"
"MN-WR-124","SAINT MICHAE",-93.5665,45.2251,267,"COCORAHS","268966"
"MN-DS-38","GLENWOOD 8.3",-95.3677,45.7720,433,"COCORAHS","268971"
"MN-IS-45","STANCHFIELD",-93.2360,45.6872,297,"COCORAHS","268993"
"MA-WR-127","LANCASTER 0.",-71.6639,42.4589,94,"COCORAHS","269002"
"OK-TL-96","BIXBY 4.2 WN",-95.9449,35.9720,209,"COCORAHS","269006"
"MN-SL-319","HOYT LAKES 3",-92.1301,47.5167,460,"COCORAHS","269016"
"WI-RC-53","RACINE 2.6 W",-87.8512,42.7460,227,"COCORAHS","269018"
"SC-BF-132","BLUFFTON 6.4",-80.9501,32.2922,10,"COCORAHS","269021"
"KS-RP-14","CUBA 0.2 SSE",-97.4549,39.7997,485,"COCORAHS","269024"
"WA-GR-17","MOSES LAKE 3",-119.3548,47.1465,332,"COCORAHS","269026"
"MN-DD-24","MANTORVILLE",-92.7755,44.0953,388,"COCORAHS","269027"
"MN-KB-25","MORA 0.3 SSW",-93.2941,45.8718,302,"COCORAHS","269029"
"WY-BH-31","GREYBULL 12.",-107.8031,44.5334,1271,"COCORAHS","269032"
"KS-SN-52","TOPEKA 11.8",-95.6693,39.2073,348,"COCORAHS","269053"
"KS-PT-59","ST. GEORGE 5",-96.4366,39.2726,341,"COCORAHS","269057"
"WY-AB-200","LARAMIE 3.2",-105.5414,41.2765,2246,"COCORAHS","269058"
"NC-WN-28","SIMS 3.2 SW",-78.1005,35.7296,67,"COCORAHS","269062"
"TN-DV-196","NASHVILLE 2.",-86.7369,36.1753,151,"COCORAHS","269079"
"TX-HYS-291","DRIPPING SPR",-97.9892,30.2102,334,"COCORAHS","269085"
"NM-GR-124","SILVER CITY",-108.2550,32.8040,1903,"COCORAHS","269087"
"MN-SL-321","HERMANTOWN 1",-92.2600,46.8217,427,"COCORAHS","269101"
"MN-SL-322","ELY 2.5 NW",-91.8859,47.9344,450,"COCORAHS","269116"
"MN-KC-18","INTERNATIONA",-93.4146,48.6039,344,"COCORAHS","269127"
"PA-AL-155","MONROEVILLE",-79.7503,40.3975,352,"COCORAHS","269134"
"WY-CM-39","GILLETTE 8.5",-105.3513,44.2525,1382,"COCORAHS","269135"
"TN-CF-38","MANCHESTER 5",-86.1689,35.4928,342,"COCORAHS","269154"
"SC-CS-15","CHESTER 0.2",-81.2129,34.7076,162,"COCORAHS","269159"
"SC-HR-151","MYRTLE BEACH",-78.9188,33.6893,5,"COCORAHS","269162"
"CT-MD-38","MIDDLEFIELD",-72.7396,41.5137,144,"COCORAHS","269165"
"RI-WS-110","SAUNDERSTOWN",-71.4476,41.5013,7,"COCORAHS","269166"
"NY-SL-21","HEUVELTON 0.",-75.4098,44.6188,102,"COCORAHS","269171"
"MN-SL-323","ELY 5.2 WSW",-91.9550,47.8750,454,"COCORAHS","269174"
"KS-MG-19","COFFEYVILLE",-95.6195,37.0364,228,"COCORAHS","269213"
"NJ-MN-113","COLTS NECK T",-74.1929,40.3139,29,"COCORAHS","269222"
"WI-MC-24","TWO RIVERS 1",-87.5847,44.1762,192,"COCORAHS","269225"
"SC-LN-25","FORT MILL 3.",-80.8854,35.0053,194,"COCORAHS","269232"
"OH-LR-36","LORAIN 2.6 N",-82.1481,41.4676,187,"COCORAHS","269241"
"KS-LB-8","PARSONS 0.7",-95.2552,37.3368,271,"COCORAHS","269252"
"KS-SN-55","TOPEKA 10.9",-95.6448,39.1906,323,"COCORAHS","269255"
"TX-WA-44","BRENHAM 0.7",-96.4062,30.1666,103,"COCORAHS","269259"
"KS-AT-3","MUSCOTAH 2.0",-95.5535,39.5391,312,"COCORAHS","269270"
"OH-SM-46","REMINDERVILL",-81.3950,41.3307,305,"COCORAHS","269274"
"TX-BRT-156","MARBLE FALLS",-98.2663,30.5882,287,"COCORAHS","269277"
"PA-BK-76","NEWTOWN 1.6",-74.9366,40.2057,41,"COCORAHS","269286"
"SC-YR-98","ROCK HILL 5.",-81.0899,34.9966,200,"COCORAHS","269306"
"MN-DS-40","ALEXANDRIA 3",-95.3039,45.8957,435,"COCORAHS","269314"
"MN-SL-327","COOK 6.0 N",-92.6629,47.9254,427,"COCORAHS","269316"
"WI-CK-10","THORP 10.1 S",-90.8244,44.8143,344,"COCORAHS","269319"
"CA-OR-105","SANTA ANA 2.",-117.8756,33.7695,41,"COCORAHS","269330"
"TN-MY-37","WILLIAMSPORT",-87.1739,35.7296,259,"COCORAHS","269334"
"CA-RV-91","SAN JACINTO",-116.9390,33.7744,493,"COCORAHS","269337"
"CA-RV-92","BANNING 3.0",-116.9331,33.9104,762,"COCORAHS","269338"
"CA-LA-123","LOS ALAMITOS",-118.0758,33.8135,10,"COCORAHS","269341"
"MA-BE-34","CLARKSBURG 1",-73.0696,42.7210,321,"COCORAHS","269346"
"MO-SC-8","CHARLESTON 5",-89.4250,36.9577,100,"COCORAHS","269347"
"VT-CH-62","HINESBURG 0.",-73.1117,44.3414,158,"COCORAHS","269349"
"MO-SS-55","LAKE ST LOUI",-90.8130,38.7816,178,"COCORAHS","269369"
"OH-RS-17","FRANKFORT 0.",-83.1735,39.4152,227,"COCORAHS","269377"
"SC-RC-150","COLUMBIA 5.8",-80.9859,34.0267,81,"COCORAHS","269380"
"KS-EW-50","ELLSWORTH 0.",-98.2166,38.7253,483,"COCORAHS","269383"
"MN-NC-31","NICOLLET 9.6",-94.2382,44.4085,304,"COCORAHS","269390"
"KS-JO-101","OVERLAND PAR",-94.6605,39.0032,315,"COCORAHS","269395"
"GA-GW-71","NORCROSS 4.5",-84.1303,33.9263,273,"COCORAHS","269406"
"WI-DG-59","SUPERIOR 2.3",-92.0810,46.6671,197,"COCORAHS","269407"
"IL-DP-186","MEDINAH 0.8",-88.0583,41.9634,228,"COCORAHS","269419"
"WY-FM-75","RIVERTON 8.4",-108.3978,43.1566,1595,"COCORAHS","269422"
"TX-BEL-102","TEMPLE 2.4 S",-97.3811,31.0669,187,"COCORAHS","269424"
"TN-WL-112","EAGLEVILLE 7",-86.7719,35.7764,277,"COCORAHS","269425"
"KY-DV-54","OWENSBORO 4.",-87.0436,37.7377,145,"COCORAHS","269428"
"OH-HM-92","SHERWOOD 1.2",-84.3837,39.0842,228,"COCORAHS","269430"
"SC-DC-95","HARLEYVILLE",-80.3316,33.1932,30,"COCORAHS","269432"
"MN-DS-46","ALEXANDRIA 4",-95.3261,45.9260,420,"COCORAHS","269439"
"WI-BN-44","GREEN BAY 6.",-88.0915,44.5824,201,"COCORAHS","269441"
"NY-JF-47","WATERTOWN 0.",-75.9175,43.9623,153,"COCORAHS","269447"
"TX-DN-125","CARROLLTON 1",-96.8890,33.0088,162,"COCORAHS","269451"
"WA-SN-123","MONROE 3.7 S",-122.0212,47.8109,118,"COCORAHS","269455"
"WY-PK-53","CODY 7.4 SW",-109.1670,44.4488,1654,"COCORAHS","269456"
"CO-DG-349","CASTLE ROCK",-104.7624,39.2760,2056,"COCORAHS","269477"
"GA-JC-27","NICHOLSON 2.",-83.3968,34.1186,273,"COCORAHS","269480"
"SC-SP-141","INMAN 4.5 WS",-82.1673,35.0297,293,"COCORAHS","269487"
"TN-SR-98","GOODLETTSVIL",-86.7199,36.3944,184,"COCORAHS","269489"
"IN-VR-4","NEWPORT 0.4",-87.4125,39.8825,184,"COCORAHS","269492"
"MN-DK-216","BURNSVILLE 2",-93.3215,44.7595,291,"COCORAHS","269500"
"AL-MB-118","MOBILE 2.9 W",-88.1377,30.6836,18,"COCORAHS","269503"
"OH-PN-14","LEIPSIC 5.4",-84.0883,41.1081,226,"COCORAHS","269512"
"LA-EB-70","GARDERE 2.5",-91.1069,30.3305,4,"COCORAHS","269520"
"IA-PK-135","ANKENY 2.4 N",-93.6431,41.7441,295,"COCORAHS","269526"
"TX-GV-101","DICKINSON 1.",-95.0486,29.4734,9,"COCORAHS","269527"
"IN-FR-9","BATESVILLE 1",-85.2358,39.3019,293,"COCORAHS","269529"
"WI-EC-38","EAU CLAIRE 7",-91.4578,44.7114,280,"COCORAHS","269543"
"FL-LN-91","TALLAHASSEE",-84.2165,30.4561,18,"COCORAHS","269544"
"WY-FM-77","RIVERTON 1.9",-108.4526,43.0321,1561,"COCORAHS","269548"
"MN-SL-328","ELY 1.8 SSW",-91.8686,47.8825,466,"COCORAHS","269555"
"TX-BEL-103","BELTON 6.3 N",-97.4414,31.1576,205,"COCORAHS","269558"
"KS-CF-10","BURLINGTON 0",-95.7460,38.1927,316,"COCORAHS","269561"
"WY-PK-54","CODY 20.9 W",-109.4743,44.4761,1772,"COCORAHS","269585"
"NM-MK-31","ZUNI 3.6 ENE",-108.7883,35.0857,1969,"COCORAHS","269597"
"AR-BT-67","SPRINGDALE 2",-94.1478,36.2201,408,"COCORAHS","269598"
"FL-CB-28","FORT WHITE 4",-82.6704,29.9718,31,"COCORAHS","269601"
"FL-AL-99","ARCHER 3.8 N",-82.5211,29.5884,27,"COCORAHS","269602"
"TX-CLL-122","MCKINNEY 5.0",-96.7412,33.1999,232,"COCORAHS","269603"
"IL-CT-10","BARTELSO 1.7",-89.4374,38.5403,138,"COCORAHS","269605"
"MA-BE-36","CHESHIRE 2.6",-73.1506,42.5939,346,"COCORAHS","269611"
"CA-DN-21","CRESCENT CIT",-124.1773,41.7912,17,"COCORAHS","269620"
"TX-BZS-131","BRYAN 1.2 SE",-96.3531,30.6543,97,"COCORAHS","269624"
"AR-CW-16","HATTIEVILLE",-92.7793,35.3385,133,"COCORAHS","269627"
"MN-DK-218","LAKEVILLE 3.",-93.3043,44.6498,341,"COCORAHS","269646"
"KY-FR-25","FRANKFORT 0.",-84.8776,38.1927,154,"COCORAHS","269664"
"TN-SH-53","COLLIERVILLE",-89.6703,35.0582,105,"COCORAHS","269671"
"TX-BXR-526","CONVERSE 4.4",-98.2779,29.4579,191,"COCORAHS","269693"
"TX-BEL-105","KILLEEN 4.9",-97.7465,31.0323,274,"COCORAHS","269701"
"LA-VN-7","LEESVILLE 7.",-93.3218,31.0421,62,"COCORAHS","269711"
"FL-ES-70","PENSACOLA 14",-87.3864,30.3304,9,"COCORAHS","269712"
"WY-BH-33","GREYBULL 9.1",-107.8759,44.5172,1281,"COCORAHS","269722"
"VA-NL-6","NELLYSFORD 2",-78.8693,37.9188,312,"COCORAHS","269729"
"TX-BEL-107","HARKER HEIGH",-97.6329,31.0678,243,"COCORAHS","269733"
"TX-GV-103","LEAGUE CITY",-95.0713,29.4990,5,"COCORAHS","269734"
"NM-CB-32","RAMAH 3.1 EN",-108.4390,35.1439,2192,"COCORAHS","269735"
"FL-AL-102","NEWBERRY 3.0",-82.6006,29.6870,32,"COCORAHS","269742"
"AZ-PN-97","GOLD CANYON",-111.4420,33.3548,561,"COCORAHS","269753"
"MA-HD-60","FEEDING HILL",-72.6836,42.0772,110,"COCORAHS","269758"
"LA-JF-20","METAIRIE 2.2",-90.2133,29.9885,1,"COCORAHS","269771"
"MO-DT-15","SALEM 5.0 WN",-91.6192,37.6644,362,"COCORAHS","269778"
"FL-CT-45","INVERNESS 1.",-82.3248,28.8223,35,"COCORAHS","269794"
"WA-KP-78","BREMERTON 6.",-122.8237,47.6014,127,"COCORAHS","269795"
"IN-SJ-79","SOUTH BEND 4",-86.2422,41.6104,256,"COCORAHS","269859"
"WV-CB-23","HUNTINGTON 3",-82.3757,38.3931,232,"COCORAHS","269862"
"IL-DP-187","LOMBARD 0.2",-88.0153,41.8780,222,"COCORAHS","269864"
"NJ-SM-101","BRIDGEWATER",-74.6265,40.6138,52,"COCORAHS","269865"
"FL-SR-42","MILTON 8.0 E",-86.9159,30.6164,56,"COCORAHS","269869"
"MN-DS-48","ALEXANDRIA 2",-95.4240,45.8661,426,"COCORAHS","269870"
"SC-BF-134","BLUFFTON 6.3",-80.9614,32.2746,9,"COCORAHS","269882"
"MN-LW-3","BAUDETTE 14.",-94.7150,48.5233,354,"COCORAHS","269890"
"KS-MP-83","GALVA 8.0 S",-97.5177,38.2671,458,"COCORAHS","269894"
"KS-MS-21","BLUE RAPIDS",-96.6836,39.6831,360,"COCORAHS","269898"
"TX-LL-77","LLANO 17.8 S",-98.4576,30.5741,276,"COCORAHS","269901"
"CA-LA-129","SAN DIMAS 2.",-117.8404,34.0949,221,"COCORAHS","269917"
"KY-FY-44","LEXINGTON 6.",-84.4805,37.9489,300,"COCORAHS","269921"
"TX-MNG-113","MAGNOLIA 4.1",-95.6796,30.2062,74,"COCORAHS","269933"
"NC-CH-74","PITTSBORO 0.",-79.1800,35.7293,123,"COCORAHS","269934"
"WI-JF-38","FORT ATKINSO",-88.8637,42.9325,242,"COCORAHS","269944"
"CAN-ON-1028","COLBORNE 5.1",-77.9412,44.0305,183,"COCORAHS","269957"
"MN-AA-175","EAST BETHEL",-93.1789,45.3571,281,"COCORAHS","269958"
"IA-CH-7","LYTTON 4.0 N",-94.8086,42.4664,377,"COCORAHS","269964"
"NC-BK-36","HILDEBRAN 1.",-81.4104,35.7293,346,"COCORAHS","269969"
"IL-PT-26","BEMENT 1.5 S",-88.5554,39.9053,205,"COCORAHS","269975"
"KY-LA-6","SONORA 2.7 S",-85.8543,37.4987,251,"COCORAHS","269988"
"ID-AD-73","BOISE 8.2 SE",-116.0977,43.5320,956,"COCORAHS","269991"
"CA-LA-130","SANTA CLARIT",-118.5454,34.4414,398,"COCORAHS","269992"
"TX-BRZ-54","DANBURY 0.3",-95.3491,29.2237,6,"COCORAHS","269993"
"MN-HN-521","RICHFIELD 0.",-93.2805,44.8695,253,"COCORAHS","270012"
"TX-BRZ-56","ALVIN 5.1 SE",-95.1990,29.3716,10,"COCORAHS","270017"
"SC-RC-153","COLUMBIA 1.8",-81.0048,34.0086,96,"COCORAHS","270037"
"CT-NL-74","COLCHESTER 5",-72.2768,41.6413,167,"COCORAHS","270042"
"TX-FY-76","WEST POINT 0",-97.0298,29.9505,91,"COCORAHS","270058"
"TN-MC-16","LAFAYETTE 4.",-85.9766,36.4766,303,"COCORAHS","270064"
"IA-DL-38","ADEL 0.2 N",-94.0267,41.6155,285,"COCORAHS","270068"
"TN-LR-29","LAWRENCEBURG",-87.4781,35.2968,304,"COCORAHS","270079"
"NY-OR-23","WARWICK 3.9",-74.4293,41.2613,148,"COCORAHS","270082"
"NC-CB-42","CONCORD 8.3",-80.7412,35.3920,198,"COCORAHS","270092"
"KS-CN-18","BIRD CITY 0.",-101.5358,39.7499,1061,"COCORAHS","270093"
"OK-TL-97","BROKEN ARROW",-95.8476,36.0552,207,"COCORAHS","270098"
"CAN-QC-87","GRANBY 0.4 N",-72.7282,45.4088,112,"COCORAHS","270110"
"ADAM4316","HASTINGS 0.6",-98.4010,40.5895,0,"COCORAHS","270119"
"ADAM4412","ROSELAND 3.8",-98.5352,40.4164,0,"COCORAHS","270120"
"FRON4353","CAMBRIDGE 6.",-100.2125,40.3658,0,"COCORAHS","270158"
"LANC4318","LINCOLN 1.72",-96.7027,40.8281,0,"COCORAHS","270188"
"LANC5524","LINCOLN 5.26",-96.6527,40.8828,0,"COCORAHS","270206"
"NUCK4417","SUPERIOR 0.6",-98.0711,40.0312,0,"COCORAHS","270211"
"LINC4406","HALSEY 7.16",-100.2624,41.7997,0,"COCORAHS","270213"
"LANC4404","LINCOLN 3.28",-96.6207,40.7958,0,"COCORAHS","270230"
"PERK4339","GRANT 2.01 W",-101.8408,40.8607,0,"COCORAHS","270232"
"PERK4350","GRANT 3.7 SE",-101.6852,40.8011,0,"COCORAHS","270233"
"SEWA4415","GARLAND 4.56",-96.9912,40.8787,0,"COCORAHS","270246"
"PERK4337","GRANT 1.7 E",-101.8038,40.8863,0,"COCORAHS","270251"
"PERK4338","GRANT 6.28 W",-101.8381,40.9078,0,"COCORAHS","270252"
"PERK4341","GRANT 6.39 S",-101.7228,40.7839,0,"COCORAHS","270253"
"PERK4349","GRANT 6.15 S",-101.6585,40.7717,0,"COCORAHS","270254"
"PERK4340","GRANT 4.19 S",-101.7633,40.8374,0,"COCORAHS","270256"
"PERK4348","GRANT 6.85 W",-101.6848,40.7576,0,"COCORAHS","270257"
"SAUN4401","MORSE BLUFF",-96.7187,41.3728,0,"COCORAHS","270277"
"IL-AD-16","QUINCY 4.4 E",-91.3108,39.9125,208,"COCORAHS","270301"
"NE-CN-10","SIDNEY 0.9 S",-102.9788,41.1227,1269,"COCORAHS","270303"
"MA-ES-97","HAMILTON 0.7",-70.8780,42.6118,18,"COCORAHS","270309"
"LA-SC-6","ST ROSE 0.3",-90.3200,29.9578,2,"COCORAHS","270312"
"FL-PS-85","NEW PORT RIC",-82.6545,28.2504,11,"COCORAHS","270321"
"CO-GF-101","GLENWOOD SPR",-107.2467,39.4753,2136,"COCORAHS","270325"
"MN-AT-32","MCGREGOR 11.",-93.2592,46.7664,376,"COCORAHS","270341"
"KS-RN-76","HUTCHINSON 1",-97.9444,38.0805,473,"COCORAHS","270354"
"OH-HM-93","DEER PARK 0.",-84.4049,39.2062,258,"COCORAHS","270355"
"VA-SP-14","CHANCELLORSV",-77.5894,38.3019,104,"COCORAHS","270359"
"OK-OT-9","MIAMI 3.7 EN",-94.8184,36.9139,256,"COCORAHS","270384"
"NY-ST-50","CORNING 1.3",-77.0385,42.1351,280,"COCORAHS","270391"
"TX-WM-347","LEANDER 2.3",-97.8644,30.5952,302,"COCORAHS","270395"
"IN-SC-10","SCOTTSBURG 2",-85.7992,38.6460,190,"COCORAHS","270406"
"KS-BU-45","BENTON 2.6 W",-97.1518,37.7730,415,"COCORAHS","270408"
"AL-LD-55","KILLEN 5.7 E",-87.4445,34.8169,165,"COCORAHS","270412"
"VA-BK-4","DILLWYN 6.9",-78.5757,37.4967,185,"COCORAHS","270425"
"TX-OC-6","PERRYTON 10.",-100.9673,36.3190,913,"COCORAHS","270440"
"TX-TV-433","AUSTIN 7.7 S",-97.7603,30.1948,175,"COCORAHS","270444"
"CO-LR-1328","TIMNATH 3.1",-104.9812,40.5743,1514,"COCORAHS","270448"
"OR-CC-125","CLACKAMAS 2.",-122.5111,45.4169,97,"COCORAHS","270451"
"KS-JO-107","OLATHE 4.0 E",-94.7440,38.8688,308,"COCORAHS","270452"
"PA-AR-21","KITTANNING 5",-79.6021,40.7696,384,"COCORAHS","270454"
"NH-ST-55","ROCHESTER 3.",-70.9162,43.3192,60,"COCORAHS","270465"
"OH-WS-12","WATERFORD 3.",-81.6640,39.4952,208,"COCORAHS","270521"
"NM-CR-47","CLOVIS 3.3 S",-103.2484,34.3803,1297,"COCORAHS","270530"
"TX-WM-350","LIBERTY HILL",-97.9371,30.7192,302,"COCORAHS","270534"
"CA-OR-106","HUNTINGTON B",-118.0309,33.7237,5,"COCORAHS","270550"
"IL-CP-161","URBANA 1.2 N",-88.1972,40.1252,220,"COCORAHS","270559"
"MN-SH-68","CLEAR LAKE 2",-93.9558,45.4691,298,"COCORAHS","270584"
"KS-NO-11","GALESBURG 1.",-95.3628,37.4590,296,"COCORAHS","270587"
"KS-NO-12","PARSONS 5.7",-95.3540,37.3859,306,"COCORAHS","270588"
"TX-PT-26","AMARILLO 10.",-101.9950,35.2042,1153,"COCORAHS","270602"
"MN-CS-65","BENA 3.2 ESE",-94.1438,47.3214,404,"COCORAHS","270619"
"TX-AS-33","CAT SPRING 3",-96.3360,29.8984,88,"COCORAHS","270623"
"PA-MF-8","LEWISTOWN 0.",-77.5697,40.6042,158,"COCORAHS","270625"
"IL-HY-27","COLONA 1.3 W",-90.3619,41.4804,181,"COCORAHS","270636"
"CA-LA-132","CHATSWORTH 0",-118.6079,34.2422,276,"COCORAHS","270637"
"TX-HYS-296","SAN MARCOS 2",-97.9565,29.8962,251,"COCORAHS","270641"
"KS-GH-11","HILL CITY 4.",-99.9238,39.3562,670,"COCORAHS","270644"
"VA-SFC-28","SUFFOLK 14.4",-76.5283,36.8921,1,"COCORAHS","270653"
"DE-SS-90","LINCOLN 2.9",-75.4738,38.8545,15,"COCORAHS","270666"
"KS-CY-19","CLAY CENTER",-97.1882,39.4373,373,"COCORAHS","270671"
"WY-PK-56","MEETEETSE 0.",-108.8691,44.1570,1770,"COCORAHS","270711"
"CO-DN-326","DENVER 6.6 S",-104.9031,39.6444,1709,"COCORAHS","270720"
"NE-LA-82","LINCOLN 3.8",-96.6158,40.8249,388,"COCORAHS","270724"
"FL-CT-46","INVERNESS 4.",-82.4114,28.8646,40,"COCORAHS","270751"
